Country	deaths	ID
Afghanistan	14,885	Q889
Albania	2,207	Q222
Algeria	16,103	Q262
American Samoa	26	Q16641
Andorra	23	Q228
Angola	3,973	Q916
Antigua and Barbuda	32	Q781
Argentina	17,27	Q414
Armenia	2,855	Q399
Australia	6,719	Q408
Austria	3,733	Q40
Azerbaijan	9,117	Q227
Bahamas	144	Q778
Bahrain	331	Q398
Bangladesh	40,391	Q902
Barbados	150	Q244
Belarus	14,581	Q184
Belgium	4,151	Q31
Belize	89	Q242
Benin	1,516	Q962
Bermuda	26	Q23635
Bhutan	188	Q917
Bolivia	2,914	Q750
Bosnia and Herzegovina	2,726	Q225
Botswana	457	Q963
Brazil	60,109	Q155
Brunei	106	Q921
Bulgaria	10,507	Q219
Burkina Faso	3,646	Q965
Burundi	1,928	Q967
Cambodia	2,767	Q424
Cameroon	3,847	Q1009
Canada	11,735	Q16
Cape Verde	119	Q1011
Central African Republic	1,488	Q929
Chad	2,85	Q657
Chile	4,966	Q298
China	753,132	Q148
Colombia	10,324	Q739
Comoros	187	Q970
Congo	1,181	Q971
Costa Rica	1,099	Q800
Cote d'Ivoire	5,243	Q1008
Croatia	3,54	Q224
Cuba	5,618	Q241
Cyprus	486	Q229
Czech Republic	6,412	Q213
Democratic Republic of Congo	14,311	Q974
Denmark	2,12	Q35
Djibouti	257	Q977
Dominica	32	Q784
Dominican Republic	4,257	Q786
Ecuador	3,584	Q736
Egypt	48,864	Q79
El Salvador	1,771	Q792
England	19,643	Q21
Equatorial Guinea	111	Q983
Eritrea	1,008	Q986
Estonia	952	Q191
Ethiopia	11,723	Q115
Fiji	804	Q712
Finland	2,9	Q33
France	20,953	Q142
Gabon	339	Q1000
Gambia	481	Q1005
Georgia	5,482	Q230
Germany	43,427	Q183
Ghana	7,502	Q117
Greece	8,066	Q41
Greenland	18	Q223
Grenada	72	Q769
Guam	106	Q16635
Guatemala	3,205	Q774
Guinea	2,704	Q1006
Guinea-Bissau	393	Q1007
Guyana	383	Q734
Haiti	4,705	Q790
Honduras	2,167	Q783
Hungary	8,946	Q28
Iceland	106	Q189
India	521,312	Q668
Indonesia	92,483	Q252
Iran	32,356	Q794
Iraq	9,889	Q796
Ireland	1,076	Q27
Israel	2,076	Q801
Italy	31,261	Q38
Jamaica	1,379	Q766
Japan	42,024	Q17
Jordan	2,028	Q810
Kazakhstan	13,911	Q232
Kenya	6,385	Q114
Kiribati	90	Q710
Kuwait	705	Q817
Kyrgyzstan	3,728	Q813
Laos	1,571	Q819
Latvia	2,522	Q211
Lebanon	3,156	Q822
Lesotho	541	Q1013
Liberia	838	Q1014
Libya	3,246	Q1016
Lithuania	3,582	Q37
Luxembourg	163	Q32
Macedonia	1,986	Q221
Madagascar	5,473	Q1019
Malawi	2,016	Q1020
Malaysia	10,664	Q833
Maldives	85	Q826
Mali	3,082	Q912
Malta	278	Q233
Marshall Islands	40	Q709
Mauritania	834	Q1025
Mauritius	840	Q1027
Mexico	17,237	Q96
Micronesia (country)	70	Q702
Moldova	4,009	Q217
Mongolia	2,001	Q711
Montenegro	627	Q236
Morocco	26,035	Q1028
Mozambique	6,12	Q1029
Myanmar	13,244	Q836
Namibia	480	Q1030
Nepal	8,115	Q837
Netherlands	5,2	Q55
New Zealand	1,498	Q664
Nicaragua	1,013	Q811
Niger	2,757	Q1032
Nigeria	20,224	Q1033
North Korea	15,046	Q423
Northern Ireland	661	Q26
Northern Mariana Islands	20	Q16644
Norway	1,763	Q20
Oman	977	Q842
Pakistan	94,134	Q843
Palestine	1,242	Q219060
Panama	699	Q804
Papua New Guinea	6,293	Q691
Paraguay	1,763	Q733
Peru	4,469	Q419
Philippines	34,101	Q928
Poland	25,6	Q36
Portugal	5,227	Q45
Puerto Rico	1,608	Q1183
Qatar	291	Q846
Romania	19,872	Q218
Russia	175,952	Q159
Rwanda	1,428	Q1037
Saint Lucia	75	Q760
Saint Vincent and the Grenadines	67	Q757
Samoa	88	Q683
Sao Tome and Principe	41	Q1039
Saudi Arabia	7,634	Q851
Scotland	2,547	Q22
Senegal	2,798	Q1041
Serbia	10,539	Q403
Seychelles	28	Q1042
Sierra Leone	1,696	Q1044
Singapore	813	Q334
Slovakia	4,267	Q214
Slovenia	855	Q215
Solomon Islands	309	Q685
Somalia	3,996	Q1045
South Africa	10,806	Q258
South Korea	8,459	Q884
South Sudan	1,53	Q958
Spain	14,986	Q29
Sri Lanka	7,074	Q854
Sudan	15,427	Q1049
Suriname	247	Q730
Swaziland	254	Q1050
Sweden	4,734	Q34
Switzerland	2,951	Q39
Syria	9,583	Q858
Taiwan	7,214	Q865
Tajikistan	4,385	Q863
Tanzania	5,805	Q924
Thailand	14,541	Q869
Timor	348	Q574
Togo	1,447	Q945
Tonga	47	Q678
Trinidad and Tobago	1,021	Q754
Tunisia	6,669	Q948
Turkey	30,15	Q43
Turkmenistan	4,225	Q874
Uganda	3,55	Q1036
Ukraine	83,262	Q212
United Arab Emirates	2,18	Q878
United Kingdom	24,24	Q145
United States	133,334	Q30
United States Virgin Islands	84	Q11703
Uruguay	1,593	Q77
Uzbekistan	28,188	Q265
Vanuatu	182	Q686
Venezuela	8,481	Q717
Vietnam	25,475	Q881
Wales	1,388	Q25
Yemen	12,445	Q805
Zambia	1,792	Q953
Zimbabwe	2,664	Q954
