Country	deaths	ID
Afghanistan	9,605	Q889
Albania	142	Q222
Algeria	4,663	Q262
American Samoa	12	Q16641
Andorra	8	Q228
Angola	2,283	Q916
Antigua and Barbuda	15	Q781
Argentina	9,761	Q414
Armenia	25	Q399
Australia	4,1	Q408
Austria	2,327	Q40
Azerbaijan	861	Q227
Bahamas	57	Q778
Bahrain	22	Q398
Bangladesh	47,724	Q902
Barbados	71	Q244
Belarus	3,951	Q184
Belgium	1,834	Q31
Belize	46	Q242
Benin	1,144	Q962
Bermuda	12	Q23635
Bhutan	138	Q917
Bolivia	2,034	Q750
Bosnia and Herzegovina	561	Q225
Botswana	306	Q963
Brazil	43,919	Q155
Brunei	62	Q921
Bulgaria	1,682	Q219
Burkina Faso	2,81	Q965
Burundi	1,332	Q967
Cambodia	3,231	Q424
Cameroon	1,853	Q1009
Canada	6,265	Q16
Cape Verde	84	Q1011
Central African Republic	1,161	Q929
Chad	1,964	Q657
Chile	2,001	Q298
China	277,782	Q148
Colombia	8,336	Q739
Comoros	143	Q970
Congo	868	Q971
Costa Rica	782	Q800
Cote d'Ivoire	3,589	Q1008
Croatia	2,082	Q224
Cuba	2,158	Q241
Cyprus	224	Q229
Czech Republic	5,083	Q213
Democratic Republic of Congo	12,242	Q974
Denmark	937	Q35
Djibouti	141	Q977
Dominica	17	Q784
Dominican Republic	3,126	Q786
Ecuador	2,344	Q736
Egypt	1,919	Q79
El Salvador	1,121	Q792
England	10,844	Q21
Equatorial Guinea	54	Q983
Eritrea	778	Q986
Estonia	516	Q191
Ethiopia	8,225	Q115
Fiji	364	Q712
Finland	1,93	Q33
France	10,493	Q142
Gabon	265	Q1000
Gambia	385	Q1005
Georgia	2,874	Q230
Germany	28,097	Q183
Ghana	5,011	Q117
Greece	1,925	Q41
Greenland	8	Q223
Grenada	38	Q769
Guam	52	Q16635
Guatemala	1,804	Q774
Guinea	2,023	Q1006
Guinea-Bissau	360	Q1007
Guyana	219	Q734
Haiti	3,473	Q790
Honduras	1,757	Q783
Hungary	3,418	Q28
Iceland	70	Q189
India	253,495	Q668
Indonesia	84,149	Q252
Iran	3,375	Q794
Iraq	1,771	Q796
Ireland	780	Q27
Israel	290	Q801
Italy	12,043	Q38
Jamaica	517	Q766
Japan	15,456	Q17
Jordan	565	Q810
Kazakhstan	1,021	Q232
Kenya	4,34	Q114
Kiribati	47	Q710
Kuwait	112	Q817
Kyrgyzstan	811	Q813
Laos	819	Q819
Latvia	1,118	Q211
Lebanon	430	Q822
Lesotho	543	Q1013
Liberia	657	Q1014
Libya	1,218	Q1016
Lithuania	1,8	Q37
Luxembourg	93	Q32
Macedonia	315	Q221
Madagascar	5,155	Q1019
Malawi	2,093	Q1020
Malaysia	7,426	Q833
Maldives	46	Q826
Mali	1,967	Q912
Malta	45	Q233
Marshall Islands	25	Q709
Mauritania	560	Q1025
Mauritius	344	Q1027
Mexico	19,071	Q96
Micronesia (country)	42	Q702
Moldova	2,036	Q217
Mongolia	1,159	Q711
Montenegro	34	Q236
Morocco	7,417	Q1028
Mozambique	4,44	Q1029
Myanmar	7,406	Q836
Namibia	357	Q1030
Nepal	3,988	Q837
Netherlands	3,034	Q55
New Zealand	774	Q664
Nicaragua	909	Q811
Niger	1,678	Q1032
Nigeria	11,811	Q1033
North Korea	6,071	Q423
Northern Ireland	363	Q26
Northern Mariana Islands	10	Q16644
Norway	1,098	Q20
Oman	366	Q842
Pakistan	62,132	Q843
Palestine	567	Q219060
Panama	635	Q804
Papua New Guinea	4,134	Q691
Paraguay	1,184	Q733
Peru	3,091	Q419
Philippines	25,698	Q928
Poland	9,769	Q36
Portugal	1,523	Q45
Puerto Rico	806	Q1183
Qatar	2	Q846
Romania	1,709	Q218
Russia	85,961	Q159
Rwanda	816	Q1037
Saint Lucia	37	Q760
Saint Vincent and the Grenadines	35	Q757
Samoa	55	Q683
Sao Tome and Principe	29	Q1039
Saudi Arabia	3,626	Q851
Scotland	1,379	Q22
Senegal	1,773	Q1041
Serbia	4,524	Q403
Seychelles	15	Q1042
Sierra Leone	1,206	Q1044
Singapore	396	Q334
Slovakia	2,232	Q214
Slovenia	562	Q215
Solomon Islands	230	Q685
Somalia	2,919	Q1045
South Africa	8,597	Q258
South Korea	3,081	Q884
South Sudan	1,15	Q958
Spain	7,143	Q29
Sri Lanka	5,264	Q854
Sudan	7,811	Q1049
Suriname	163	Q730
Swaziland	211	Q1050
Sweden	2,75	Q34
Switzerland	1,562	Q39
Syria	5,151	Q858
Taiwan	2,039	Q865
Tajikistan	893	Q863
Tanzania	5,235	Q924
Thailand	12,747	Q869
Timor	322	Q574
Togo	1,163	Q945
Tonga	23	Q678
Trinidad and Tobago	528	Q754
Tunisia	436	Q948
Turkey	1,266	Q43
Turkmenistan	457	Q874
Uganda	2,92	Q1036
Ukraine	25,764	Q212
United Arab Emirates	930	Q878
United Kingdom	13,38	Q145
United States	69,407	Q30
United States Virgin Islands	41	Q11703
Uruguay	903	Q77
Uzbekistan	853	Q265
Vanuatu	127	Q686
Venezuela	6,494	Q717
Vietnam	8,985	Q881
Wales	794	Q25
Yemen	8,615	Q805
Zambia	1,721	Q953
Zimbabwe	2,553	Q954
