Country	1990	2016	ID
Afghanistan	12	11	Q889
Algeria	7	6	Q262
Angola	12	25	Q916
Argentina	44	43	Q414
Armenia	33	37	Q399
Australia	61	61	Q408
Austria	20	21	Q40
Azerbaijan	24	23	Q227
Bangladesh	8	14	Q902
Belarus	16	21	Q184
Belgium	26	27	Q31
Bolivia	32	41	Q750
Brazil	36	41	Q155
Bulgaria	14	18	Q219
Burkina Faso	6	12	Q965
Cambodia	7	12	Q424
Cameroon	15	27	Q1009
Canada	40	46	Q16
Chad	8	8	Q657
Chile	35	36	Q298
China	10	27	Q148
Hong Kong SAR, China	100	100	Q8646
Colombia	33	43	Q739
Congo, Dem. Rep.	17	24	Q974
Congo, Rep.	45	62	Q971
Costa Rica	24	27	Q800
Cote d'Ivoire	18	20	Q1008
Cuba	20	19	Q241
Czech Republic	12	12	Q213
Denmark	20	22	Q35
Dominican Republic	21	29	Q786
Ecuador	26	28	Q736
Egypt, Arab Rep.	23	26	Q79
El Salvador	18	17	Q792
Ethiopia	4	4	Q115
Finland	17	23	Q33
France	22	23	Q142
Georgia	25	29	Q230
Germany	9	10	Q183
Ghana	13	18	Q117
Greece	30	29	Q41
Guatemala	16	18	Q774
Guinea	14	15	Q1006
Haiti	16	23	Q790
Honduras	12	14	Q783
Hungary	19	18	Q28
India	11	15	Q668
Indonesia	12	13	Q252
Iran, Islamic Rep.	23	26	Q794
Iraq	30	25	Q796
Ireland	26	25	Q27
Israel	52	58	Q801
Italy	19	19	Q38
Japan	58	64	Q17
Jordan	24	20	Q810
Kazakhstan	8	15	Q232
Kenya	8	11	Q114
Korea, Dem. Peopleâ€™s Rep.	12	12	Q423
Korea, Rep.	52	50	Q884
Kuwait	66	68	Q817
Lebanon	46	34	Q822
Liberia	50	29	Q1014
Libya	19	18	Q1016
Madagascar	8	11	Q1019
Malawi	3	5	Q1020
Malaysia	12	23	Q833
Mali	9	13	Q912
Mauritania	21	27	Q1025
Mexico	38	41	Q96
Mongolia	26	46	Q711
Morocco	20	22	Q1028
Mozambique	8	9	Q1029
Myanmar	9	12	Q836
Nepal	2	5	Q837
Netherlands	13	12	Q55
New Zealand	26	32	Q664
Nicaragua	18	16	Q811
Niger	5	5	Q1032
Nigeria	13	16	Q1033
Norway	16	19	Q20
Oman	19	29	Q842
Pakistan	17	20	Q843
Panama	34	42	Q804
Paraguay	26	45	Q733
Peru	26	32	Q419
Philippines	14	14	Q928
Poland	4	5	Q36
Portugal	37	41	Q45
Puerto Rico	66	72	Q1183
Romania	9	9	Q218
Russian Federation	19	23	Q159
Rwanda	3	8	Q1037
Saudi Arabia	36	46	Q851
Senegal	18	19	Q1041
Serbia	15	19	Q403
Sierra Leone	12	15	Q1044
Singapore	99	100	Q334
Somalia	14	13	Q1045
South Africa	24	34	Q258
Spain	22	25	Q29
Sudan	12	13	Q1049
Sweden	12	15	Q34
Switzerland	15	16	Q39
Syrian Arab Republic	31	29	Q858
Tanzania	7	12	Q924
Thailand	11	19	Q869
Togo	16	22	Q945
Tunisia	18	20	Q948
Turkey	26	37	Q43
Uganda	4	7	Q1036
Ukraine	10	12	Q212
United Arab Emirates	56	55	Q878
United Kingdom	26	27	Q145
United States	42	46	Q30
Uruguay	50	50	Q77
Uzbekistan	10	8	Q265
Venezuela, RB	34	31	Q717
Vietnam	8	16	Q881
Yemen, Rep.	6	10	Q805
Zambia	9	14	Q953
Zimbabwe	10	11	Q954
