Country	deaths	ID
Afghanistan	3,457	Q889
Albania	1,668	Q222
Algeria	5,829	Q262
American Samoa	9	Q16641
Andorra	17	Q228
Angola	1,895	Q916
Antigua and Barbuda	13	Q781
Argentina	10,793	Q414
Armenia	1,962	Q399
Australia	2,65	Q408
Austria	3,14	Q40
Azerbaijan	6,201	Q227
Bahamas	53	Q778
Bahrain	98	Q398
Bangladesh	44,011	Q902
Barbados	57	Q244
Belarus	8,484	Q184
Belgium	2,39	Q31
Belize	24	Q242
Benin	650	Q962
Bermuda	15	Q23635
Bhutan	186	Q917
Bolivia	2,176	Q750
Bosnia and Herzegovina	2,256	Q225
Botswana	223	Q963
Brazil	51,434	Q155
Brunei	139	Q921
Bulgaria	9,423	Q219
Burkina Faso	1,213	Q965
Burundi	724	Q967
Cambodia	4,57	Q424
Cameroon	1,58	Q1009
Canada	12,191	Q16
Cape Verde	66	Q1011
Central African Republic	410	Q929
Chad	807	Q657
Chile	5,976	Q298
China	1.66 million	Q148
Colombia	10,407	Q739
Comoros	92	Q970
Congo	570	Q971
Costa Rica	899	Q800
Cote d'Ivoire	3,336	Q1008
Croatia	3,364	Q224
Cuba	2,031	Q241
Cyprus	255	Q229
Czech Republic	7,174	Q213
Democratic Republic of Congo	1,81	Q974
Denmark	1,144	Q35
Djibouti	96	Q977
Dominica	15	Q784
Dominican Republic	1,383	Q786
Ecuador	3,234	Q736
Egypt	17,086	Q79
El Salvador	1,147	Q792
England	11,67	Q21
Equatorial Guinea	89	Q983
Eritrea	438	Q986
Estonia	1,111	Q191
Ethiopia	5,157	Q115
Fiji	433	Q712
Finland	1,896	Q33
France	14,078	Q142
Gabon	246	Q1000
Gambia	162	Q1005
Georgia	4,49	Q230
Germany	33,037	Q183
Ghana	5,766	Q117
Greece	4,311	Q41
Greenland	15	Q223
Grenada	26	Q769
Guam	114	Q16635
Guatemala	1,239	Q774
Guinea	962	Q1006
Guinea-Bissau	140	Q1007
Guyana	93	Q734
Haiti	794	Q790
Honduras	991	Q783
Hungary	9,296	Q28
Iceland	58	Q189
India	198,708	Q668
Indonesia	131,798	Q252
Iran	14,019	Q794
Iraq	3,43	Q796
Ireland	975	Q27
Israel	1,211	Q801
Italy	21,296	Q38
Jamaica	388	Q766
Japan	82,182	Q17
Jordan	725	Q810
Kazakhstan	10,126	Q232
Kenya	2,642	Q114
Kiribati	30	Q710
Kuwait	315	Q817
Kyrgyzstan	1,935	Q813
Laos	2,49	Q819
Latvia	1,828	Q211
Lebanon	1,075	Q822
Lesotho	283	Q1013
Liberia	246	Q1014
Libya	1,043	Q1016
Lithuania	2,799	Q37
Luxembourg	145	Q32
Macedonia	1,516	Q221
Madagascar	2,735	Q1019
Malawi	1,331	Q1020
Malaysia	13,853	Q833
Maldives	93	Q826
Mali	1,095	Q912
Malta	151	Q233
Marshall Islands	20	Q709
Mauritania	286	Q1025
Mauritius	920	Q1027
Mexico	11,085	Q96
Micronesia (country)	36	Q702
Moldova	2,261	Q217
Mongolia	1,259	Q711
Montenegro	485	Q236
Morocco	8,04	Q1028
Mozambique	2,453	Q1029
Myanmar	16,705	Q836
Namibia	223	Q1030
Nepal	6,567	Q837
Netherlands	3,286	Q55
New Zealand	1,124	Q664
Nicaragua	632	Q811
Niger	806	Q1032
Nigeria	5,519	Q1033
North Korea	21,154	Q423
Northern Ireland	312	Q26
Northern Mariana Islands	18	Q16644
Norway	1,014	Q20
Oman	408	Q842
Pakistan	56,849	Q843
Palestine	332	Q219060
Panama	622	Q804
Papua New Guinea	2,367	Q691
Paraguay	1,279	Q733
Peru	4,348	Q419
Philippines	43,477	Q928
Poland	19,666	Q36
Portugal	2,445	Q45
Puerto Rico	725	Q1183
Qatar	117	Q846
Romania	20,975	Q218
Russia	93,048	Q159
Rwanda	832	Q1037
Saint Lucia	26	Q760
Saint Vincent and the Grenadines	21	Q757
Samoa	32	Q683
Sao Tome and Principe	17	Q1039
Saudi Arabia	3,174	Q851
Scotland	1,316	Q22
Senegal	1,03	Q1041
Serbia	8,553	Q403
Seychelles	59	Q1042
Sierra Leone	594	Q1044
Singapore	1,596	Q334
Slovakia	3,779	Q214
Slovenia	1,11	Q215
Solomon Islands	160	Q685
Somalia	1,392	Q1045
South Africa	6,333	Q258
South Korea	16,44	Q884
South Sudan	753	Q958
Spain	5,852	Q29
Sri Lanka	9,17	Q854
Sudan	4,516	Q1049
Suriname	80	Q730
Swaziland	121	Q1050
Sweden	3,175	Q34
Switzerland	2,071	Q39
Syria	2,549	Q858
Taiwan	8,447	Q865
Tajikistan	2,201	Q863
Tanzania	6,173	Q924
Thailand	23,231	Q869
Timor	457	Q574
Togo	472	Q945
Tonga	34	Q678
Trinidad and Tobago	177	Q754
Tunisia	2,37	Q948
Turkey	11,694	Q43
Turkmenistan	2,634	Q874
Uganda	2,103	Q1036
Ukraine	42,589	Q212
United Arab Emirates	898	Q878
United Kingdom	14,105	Q145
United States	95,035	Q30
United States Virgin Islands	36	Q11703
Uruguay	1,578	Q77
Uzbekistan	14,683	Q265
Vanuatu	119	Q686
Venezuela	6,112	Q717
Vietnam	40,878	Q881
Wales	808	Q25
Yemen	3,272	Q805
Zambia	1,184	Q953
Zimbabwe	1,049	Q954
