Country	deaths	ID
Afghanistan	806	Q889
Albania	58	Q222
Algeria	955	Q262
American Samoa	2	Q16641
Andorra	2	Q228
Angola	13,752	Q916
Antigua and Barbuda	11	Q781
Argentina	4,542	Q414
Armenia	169	Q399
Australia	552	Q408
Austria	280	Q40
Azerbaijan	284	Q227
Bahamas	115	Q778
Bahrain	13	Q398
Bangladesh	4,362	Q902
Barbados	50	Q244
Belarus	663	Q184
Belgium	368	Q31
Belize	83	Q242
Benin	1,924	Q962
Bermuda	8	Q23635
Bhutan	89	Q917
Bolivia	1,754	Q750
Bosnia and Herzegovina	160	Q225
Botswana	4,101	Q963
Brazil	23,774	Q155
Brunei	22	Q921
Bulgaria	504	Q219
Burkina Faso	3,279	Q965
Burundi	2,815	Q967
Cambodia	1,797	Q424
Cameroon	21,643	Q1009
Canada	1,185	Q16
Cape Verde	142	Q1011
Central African Republic	5,258	Q929
Chad	4,502	Q657
Chile	1,469	Q298
China	73,367	Q148
Colombia	4,652	Q739
Comoros	67	Q970
Congo	4,984	Q971
Costa Rica	337	Q800
Cote d'Ivoire	16,693	Q1008
Croatia	188	Q224
Cuba	1,002	Q241
Cyprus	24	Q229
Czech Republic	526	Q213
Democratic Republic of Congo	18,252	Q974
Denmark	205	Q35
Djibouti	753	Q977
Dominica	11	Q784
Dominican Republic	2,558	Q786
Ecuador	1,946	Q736
Egypt	509	Q79
El Salvador	1,047	Q792
England	1,644	Q21
Equatorial Guinea	1,501	Q983
Eritrea	1,766	Q986
Estonia	83	Q191
Ethiopia	16,718	Q115
Fiji	89	Q712
Finland	118	Q33
France	2,373	Q142
Gabon	667	Q1000
Gambia	851	Q1005
Georgia	260	Q230
Germany	3,051	Q183
Ghana	13,679	Q117
Greece	356	Q41
Greenland	4	Q223
Grenada	15	Q769
Guam	9	Q16635
Guatemala	1,473	Q774
Guinea	3,389	Q1006
Guinea-Bissau	1,331	Q1007
Guyana	210	Q734
Haiti	3,794	Q790
Honduras	224	Q783
Hungary	507	Q28
Iceland	6	Q189
India	88,619	Q668
Indonesia	14,616	Q252
Iran	866	Q794
Iraq	234	Q796
Ireland	112	Q27
Israel	183	Q801
Italy	2,258	Q38
Jamaica	560	Q766
Japan	4,4	Q17
Jordan	63	Q810
Kazakhstan	777	Q232
Kenya	42,709	Q114
Kiribati	20	Q710
Kuwait	18	Q817
Kyrgyzstan	286	Q813
Laos	696	Q819
Latvia	160	Q211
Lebanon	153	Q822
Lesotho	5,82	Q1013
Liberia	1,834	Q1014
Libya	180	Q1016
Lithuania	208	Q37
Luxembourg	14	Q32
Macedonia	78	Q221
Madagascar	3,773	Q1019
Malawi	17,022	Q1020
Malaysia	1,532	Q833
Maldives	6	Q826
Mali	5,037	Q912
Malta	11	Q233
Marshall Islands	6	Q709
Mauritania	217	Q1025
Mauritius	126	Q1027
Mexico	10,577	Q96
Micronesia (country)	33	Q702
Moldova	280	Q217
Mongolia	149	Q711
Montenegro	26	Q236
Morocco	1,413	Q1028
Mozambique	45,068	Q1029
Myanmar	7,233	Q836
Namibia	3,494	Q1030
Nepal	2,891	Q837
Netherlands	462	Q55
New Zealand	92	Q664
Nicaragua	826	Q811
Niger	2,633	Q1032
Nigeria	140,845	Q1033
North Korea	1,864	Q423
Northern Ireland	53	Q26
Northern Mariana Islands	3	Q16644
Norway	134	Q20
Oman	141	Q842
Pakistan	5,37	Q843
Palestine	36	Q219060
Panama	699	Q804
Papua New Guinea	1,712	Q691
Paraguay	1,031	Q733
Peru	3,133	Q419
Philippines	6,148	Q928
Poland	2,284	Q36
Portugal	830	Q45
Puerto Rico	337	Q1183
Qatar	12	Q846
Romania	1,908	Q218
Russia	14,441	Q159
Rwanda	3,219	Q1037
Saint Lucia	20	Q760
Saint Vincent and the Grenadines	29	Q757
Samoa	15	Q683
Sao Tome and Principe	13	Q1039
Saudi Arabia	518	Q851
Scotland	184	Q22
Senegal	2,351	Q1041
Serbia	726	Q403
Seychelles	14	Q1042
Sierra Leone	2,435	Q1044
Singapore	111	Q334
Slovakia	259	Q214
Slovenia	74	Q215
Solomon Islands	58	Q685
Somalia	3,199	Q1045
South Africa	130,387	Q258
South Korea	1,29	Q884
South Sudan	3,765	Q958
Spain	1,752	Q29
Sri Lanka	470	Q854
Sudan	4,049	Q1049
Suriname	124	Q730
Swaziland	2,256	Q1050
Sweden	303	Q34
Switzerland	231	Q39
Syria	109	Q858
Taiwan	959	Q865
Tajikistan	137	Q863
Tanzania	25,672	Q924
Thailand	18,839	Q869
Timor	194	Q574
Togo	3,825	Q945
Tonga	8	Q678
Trinidad and Tobago	271	Q754
Tunisia	282	Q948
Turkey	989	Q43
Turkmenistan	217	Q874
Uganda	19,057	Q1036
Ukraine	4,58	Q212
United Arab Emirates	228	Q878
United Kingdom	1,985	Q145
United States	14,389	Q30
United States Virgin Islands	15	Q11703
Uruguay	436	Q77
Uzbekistan	1,036	Q265
Vanuatu	26	Q686
Venezuela	3,964	Q717
Vietnam	10,092	Q881
Wales	103	Q25
Yemen	539	Q805
Zambia	16,362	Q953
Zimbabwe	15,014	Q954
