Country	deaths	ID
Afghanistan	808	Q889
Albania	<1	Q222
Algeria	11	Q262
American Samoa	<1	Q16641
Andorra	<1	Q228
Angola	509	Q916
Antigua and Barbuda	<1	Q781
Argentina	10	Q414
Armenia	<1	Q399
Australia	<1	Q408
Austria	<1	Q40
Azerbaijan	16	Q227
Bahamas	<1	Q778
Bahrain	<1	Q398
Bangladesh	295	Q902
Barbados	<1	Q244
Belarus	<1	Q184
Belgium	<1	Q31
Belize	<1	Q242
Benin	166	Q962
Bermuda	<1	Q23635
Bhutan	<1	Q917
Bolivia	20	Q750
Bosnia and Herzegovina	<1	Q225
Botswana	7	Q963
Brazil	55	Q155
Brunei	<1	Q921
Bulgaria	<1	Q219
Burkina Faso	412	Q965
Burundi	539	Q967
Cambodia	34	Q424
Cameroon	277	Q1009
Canada	<1	Q16
Cape Verde	<1	Q1011
Central African Republic	239	Q929
Chad	1,07	Q657
Chile	<1	Q298
China	147	Q148
Colombia	19	Q739
Comoros	4	Q970
Congo	33	Q971
Costa Rica	<1	Q800
Cote d'Ivoire	337	Q1008
Croatia	<1	Q224
Cuba	<1	Q241
Cyprus	<1	Q229
Czech Republic	<1	Q213
Democratic Republic of Congo	2,848	Q974
Denmark	<1	Q35
Djibouti	7	Q977
Dominica	<1	Q784
Dominican Republic	9	Q786
Ecuador	27	Q736
Egypt	169	Q79
El Salvador	1	Q792
England	2	Q21
Equatorial Guinea	3	Q983
Eritrea	118	Q986
Estonia	<1	Q191
Ethiopia	1,088	Q115
Fiji	2	Q712
Finland	<1	Q33
France	2	Q142
Gabon	3	Q1000
Gambia	14	Q1005
Georgia	<1	Q230
Germany	<1	Q183
Ghana	119	Q117
Greece	<1	Q41
Greenland	<1	Q223
Grenada	<1	Q769
Guam	<1	Q16635
Guatemala	81	Q774
Guinea	190	Q1006
Guinea-Bissau	26	Q1007
Guyana	<1	Q734
Haiti	172	Q790
Honduras	5	Q783
Hungary	<1	Q28
Iceland	<1	Q189
India	4,314	Q668
Indonesia	286	Q252
Iran	13	Q794
Iraq	59	Q796
Ireland	<1	Q27
Israel	<1	Q801
Italy	<1	Q38
Jamaica	<1	Q766
Japan	4	Q17
Jordan	4	Q810
Kazakhstan	10	Q232
Kenya	297	Q114
Kiribati	<1	Q710
Kuwait	<1	Q817
Kyrgyzstan	9	Q813
Laos	32	Q819
Latvia	<1	Q211
Lebanon	<1	Q822
Lesotho	8	Q1013
Liberia	104	Q1014
Libya	3	Q1016
Lithuania	<1	Q37
Luxembourg	<1	Q32
Macedonia	<1	Q221
Madagascar	542	Q1019
Malawi	122	Q1020
Malaysia	2	Q833
Maldives	<1	Q826
Mali	488	Q912
Malta	<1	Q233
Marshall Islands	<1	Q709
Mauritania	23	Q1025
Mauritius	<1	Q1027
Mexico	47	Q96
Micronesia (country)	<1	Q702
Moldova	<1	Q217
Mongolia	4	Q711
Montenegro	<1	Q236
Morocco	17	Q1028
Mozambique	280	Q1029
Myanmar	86	Q836
Namibia	11	Q1030
Nepal	33	Q837
Netherlands	<1	Q55
New Zealand	<1	Q664
Nicaragua	3	Q811
Niger	919	Q1032
Nigeria	5,024	Q1033
North Korea	16	Q423
Northern Ireland	<1	Q26
Northern Mariana Islands	<1	Q16644
Norway	<1	Q20
Oman	<1	Q842
Pakistan	1,861	Q843
Palestine	2	Q219060
Panama	4	Q804
Papua New Guinea	61	Q691
Paraguay	<1	Q733
Peru	20	Q419
Philippines	365	Q928
Poland	<1	Q36
Portugal	<1	Q45
Puerto Rico	<1	Q1183
Qatar	<1	Q846
Romania	3	Q218
Russia	8	Q159
Rwanda	121	Q1037
Saint Lucia	<1	Q760
Saint Vincent and the Grenadines	<1	Q757
Samoa	<1	Q683
Sao Tome and Principe	<1	Q1039
Saudi Arabia	2	Q851
Scotland	<1	Q22
Senegal	118	Q1041
Serbia	<1	Q403
Seychelles	<1	Q1042
Sierra Leone	178	Q1044
Singapore	<1	Q334
Slovakia	<1	Q214
Slovenia	<1	Q215
Solomon Islands	3	Q685
Somalia	392	Q1045
South Africa	112	Q258
South Korea	<1	Q884
South Sudan	322	Q958
Spain	<1	Q29
Sri Lanka	2	Q854
Sudan	478	Q1049
Suriname	<1	Q730
Swaziland	6	Q1050
Sweden	<1	Q34
Switzerland	<1	Q39
Syria	11	Q858
Taiwan	<1	Q865
Tajikistan	91	Q863
Tanzania	454	Q924
Thailand	12	Q869
Timor	5	Q574
Togo	63	Q945
Tonga	<1	Q678
Trinidad and Tobago	<1	Q754
Tunisia	1	Q948
Turkey	10	Q43
Turkmenistan	11	Q874
Uganda	271	Q1036
Ukraine	3	Q212
United Arab Emirates	<1	Q878
United Kingdom	2	Q145
United States	4	Q30
United States Virgin Islands	<1	Q11703
Uruguay	<1	Q77
Uzbekistan	65	Q265
Vanuatu	<1	Q686
Venezuela	17	Q717
Vietnam	24	Q881
Wales	<1	Q25
Yemen	479	Q805
Zambia	184	Q953
Zimbabwe	133	Q954
