Country	deaths	ID
Afghanistan	862	Q889
Albania	142	Q222
Algeria	2,035	Q262
American Samoa	2	Q16641
Andorra	5	Q228
Angola	837	Q916
Antigua and Barbuda	4	Q781
Argentina	3,772	Q414
Armenia	237	Q399
Australia	2,87	Q408
Austria	650	Q40
Azerbaijan	697	Q227
Bahamas	20	Q778
Bahrain	56	Q398
Bangladesh	4,804	Q902
Barbados	15	Q244
Belarus	1,297	Q184
Belgium	755	Q31
Belize	19	Q242
Benin	264	Q962
Bermuda	4	Q23635
Bhutan	21	Q917
Bolivia	520	Q750
Bosnia and Herzegovina	235	Q225
Botswana	167	Q963
Brazil	14,739	Q155
Brunei	17	Q921
Bulgaria	645	Q219
Burkina Faso	313	Q965
Burundi	163	Q967
Cambodia	492	Q424
Cameroon	1,22	Q1009
Canada	4,297	Q16
Cape Verde	35	Q1011
Central African Republic	218	Q929
Chad	307	Q657
Chile	1,746	Q298
China	129,306	Q148
Colombia	1,925	Q739
Comoros	13	Q970
Congo	280	Q971
Costa Rica	353	Q800
Cote d'Ivoire	1,109	Q1008
Croatia	247	Q224
Cuba	727	Q241
Cyprus	40	Q229
Czech Republic	771	Q213
Democratic Republic of Congo	2,105	Q974
Denmark	547	Q35
Djibouti	26	Q977
Dominica	4	Q784
Dominican Republic	574	Q786
Ecuador	840	Q736
Egypt	2,162	Q79
El Salvador	532	Q792
England	4,124	Q21
Equatorial Guinea	53	Q983
Eritrea	153	Q986
Estonia	215	Q191
Ethiopia	1,461	Q115
Fiji	30	Q712
Finland	659	Q33
France	5,367	Q142
Gabon	76	Q1000
Gambia	105	Q1005
Georgia	463	Q230
Germany	6,66	Q183
Ghana	1,556	Q117
Greece	481	Q41
Greenland	7	Q223
Grenada	7	Q769
Guam	13	Q16635
Guatemala	1,925	Q774
Guinea	361	Q1006
Guinea-Bissau	80	Q1007
Guyana	63	Q734
Haiti	486	Q790
Honduras	694	Q783
Hungary	370	Q28
Iceland	21	Q189
India	53,281	Q668
Indonesia	6,837	Q252
Iran	7,022	Q794
Iraq	1,117	Q796
Ireland	322	Q27
Israel	276	Q801
Italy	5,107	Q38
Jamaica	92	Q766
Japan	8,557	Q17
Jordan	246	Q810
Kazakhstan	2,645	Q232
Kenya	3,272	Q114
Kiribati	6	Q710
Kuwait	108	Q817
Kyrgyzstan	724	Q813
Laos	199	Q819
Latvia	275	Q211
Lebanon	561	Q822
Lesotho	223	Q1013
Liberia	143	Q1014
Libya	874	Q1016
Lithuania	450	Q37
Luxembourg	48	Q32
Macedonia	119	Q221
Madagascar	544	Q1019
Malawi	372	Q1020
Malaysia	1,704	Q833
Maldives	10	Q826
Mali	454	Q912
Malta	21	Q233
Marshall Islands	3	Q709
Mauritania	87	Q1025
Mauritius	105	Q1027
Mexico	11,646	Q96
Micronesia (country)	5	Q702
Moldova	702	Q217
Mongolia	385	Q711
Montenegro	44	Q236
Morocco	1,65	Q1028
Mozambique	1,12	Q1029
Myanmar	4,842	Q836
Namibia	164	Q1030
Nepal	931	Q837
Netherlands	777	Q55
New Zealand	293	Q664
Nicaragua	406	Q811
Niger	228	Q1032
Nigeria	20,35	Q1033
North Korea	2,536	Q423
Northern Ireland	135	Q26
Northern Mariana Islands	3	Q16644
Norway	415	Q20
Oman	108	Q842
Pakistan	7,424	Q843
Palestine	102	Q219060
Panama	206	Q804
Papua New Guinea	435	Q691
Paraguay	264	Q733
Peru	1,281	Q419
Philippines	3,499	Q928
Poland	2,523	Q36
Portugal	677	Q45
Puerto Rico	419	Q1183
Qatar	80	Q846
Romania	3,054	Q218
Russia	35,74	Q159
Rwanda	187	Q1037
Saint Lucia	9	Q760
Saint Vincent and the Grenadines	7	Q757
Samoa	7	Q683
Sao Tome and Principe	5	Q1039
Saudi Arabia	1,171	Q851
Scotland	879	Q22
Senegal	342	Q1041
Serbia	676	Q403
Seychelles	7	Q1042
Sierra Leone	179	Q1044
Singapore	157	Q334
Slovakia	451	Q214
Slovenia	184	Q215
Solomon Islands	24	Q685
Somalia	250	Q1045
South Africa	5,259	Q258
South Korea	2,234	Q884
South Sudan	157	Q958
Spain	2,323	Q29
Sri Lanka	748	Q854
Sudan	1,819	Q1049
Suriname	46	Q730
Swaziland	111	Q1050
Sweden	714	Q34
Switzerland	589	Q39
Syria	588	Q858
Taiwan	3,545	Q865
Tajikistan	365	Q863
Tanzania	1,484	Q924
Thailand	10,246	Q869
Timor	38	Q574
Togo	298	Q945
Tonga	6	Q678
Trinidad and Tobago	75	Q754
Tunisia	601	Q948
Turkey	1,897	Q43
Turkmenistan	603	Q874
Uganda	275	Q1036
Ukraine	10,196	Q212
United Arab Emirates	990	Q878
United Kingdom	5,482	Q145
United States	104,937	Q30
United States Virgin Islands	11	Q11703
Uruguay	319	Q77
Uzbekistan	2,933	Q265
Vanuatu	17	Q686
Venezuela	1,722	Q717
Vietnam	10,897	Q881
Wales	345	Q25
Yemen	755	Q805
Zambia	462	Q953
Zimbabwe	1,025	Q954
