Country	deaths	ID
Afghanistan	5,257	Q889
Albania	4	Q222
Algeria	190	Q262
American Samoa	<1	Q16641
Andorra	<1	Q228
Angola	14,657	Q916
Antigua and Barbuda	1	Q781
Argentina	267	Q414
Armenia	3	Q399
Australia	27	Q408
Austria	2	Q40
Azerbaijan	89	Q227
Bahamas	3	Q778
Bahrain	5	Q398
Bangladesh	25,397	Q902
Barbados	3	Q244
Belarus	5	Q184
Belgium	21	Q31
Belize	10	Q242
Benin	5,267	Q962
Bermuda	<1	Q23635
Bhutan	84	Q917
Bolivia	326	Q750
Bosnia and Herzegovina	3	Q225
Botswana	414	Q963
Brazil	2,958	Q155
Brunei	<1	Q921
Bulgaria	9	Q219
Burkina Faso	10,444	Q965
Burundi	4,585	Q967
Cambodia	1,242	Q424
Cameroon	10,47	Q1009
Canada	48	Q16
Cape Verde	24	Q1011
Central African Republic	5,129	Q929
Chad	21,211	Q657
Chile	100	Q298
China	3,886	Q148
Colombia	520	Q739
Comoros	219	Q970
Congo	1,707	Q971
Costa Rica	37	Q800
Cote d'Ivoire	9,363	Q1008
Croatia	9	Q224
Cuba	206	Q241
Cyprus	1	Q229
Czech Republic	53	Q213
Democratic Republic of Congo	30,915	Q974
Denmark	9	Q35
Djibouti	204	Q977
Dominica	1	Q784
Dominican Republic	332	Q786
Ecuador	208	Q736
Egypt	3,142	Q79
El Salvador	205	Q792
England	32	Q21
Equatorial Guinea	160	Q983
Eritrea	3,084	Q986
Estonia	<1	Q191
Ethiopia	47,812	Q115
Fiji	55	Q712
Finland	1	Q33
France	59	Q142
Gabon	253	Q1000
Gambia	504	Q1005
Georgia	9	Q230
Germany	117	Q183
Ghana	6,144	Q117
Greece	<1	Q41
Greenland	<1	Q223
Grenada	1	Q769
Guam	<1	Q16635
Guatemala	2,237	Q774
Guinea	4,465	Q1006
Guinea-Bissau	1,128	Q1007
Guyana	37	Q734
Haiti	3,099	Q790
Honduras	792	Q783
Hungary	58	Q28
Iceland	<1	Q189
India	569,679	Q668
Indonesia	49,461	Q252
Iran	443	Q794
Iraq	421	Q796
Ireland	1	Q27
Israel	10	Q801
Italy	37	Q38
Jamaica	24	Q766
Japan	471	Q17
Jordan	25	Q810
Kazakhstan	39	Q232
Kenya	17,003	Q114
Kiribati	26	Q710
Kuwait	3	Q817
Kyrgyzstan	76	Q813
Laos	1,255	Q819
Latvia	2	Q211
Lebanon	53	Q822
Lesotho	1,024	Q1013
Liberia	2,132	Q1014
Libya	37	Q1016
Lithuania	4	Q37
Luxembourg	<1	Q32
Macedonia	2	Q221
Madagascar	19,564	Q1019
Malawi	5,894	Q1020
Malaysia	334	Q833
Maldives	3	Q826
Mali	12,923	Q912
Malta	<1	Q233
Marshall Islands	1	Q709
Mauritania	1,22	Q1025
Mauritius	5	Q1027
Mexico	1,741	Q96
Micronesia (country)	2	Q702
Moldova	6	Q217
Mongolia	21	Q711
Montenegro	<1	Q236
Morocco	694	Q1028
Mozambique	8,984	Q1029
Myanmar	6,549	Q836
Namibia	625	Q1030
Nepal	8,933	Q837
Netherlands	8	Q55
New Zealand	11	Q664
Nicaragua	127	Q811
Niger	18,586	Q1032
Nigeria	116,192	Q1033
North Korea	191	Q423
Northern Ireland	1	Q26
Northern Mariana Islands	<1	Q16644
Norway	7	Q20
Oman	12	Q842
Pakistan	49,851	Q843
Palestine	26	Q219060
Panama	99	Q804
Papua New Guinea	2,66	Q691
Paraguay	103	Q733
Peru	723	Q419
Philippines	5,507	Q928
Poland	74	Q36
Portugal	16	Q45
Puerto Rico	49	Q1183
Qatar	2	Q846
Romania	44	Q218
Russia	156	Q159
Rwanda	3,163	Q1037
Saint Lucia	3	Q760
Saint Vincent and the Grenadines	3	Q757
Samoa	3	Q683
Sao Tome and Principe	13	Q1039
Saudi Arabia	94	Q851
Scotland	5	Q22
Senegal	5,665	Q1041
Serbia	22	Q403
Seychelles	2	Q1042
Sierra Leone	4,037	Q1044
Singapore	2	Q334
Slovakia	5	Q214
Slovenia	1	Q215
Solomon Islands	37	Q685
Somalia	8,842	Q1045
South Africa	9,674	Q258
South Korea	130	Q884
South Sudan	9,584	Q958
Spain	40	Q29
Sri Lanka	506	Q854
Sudan	6,668	Q1049
Suriname	29	Q730
Swaziland	440	Q1050
Sweden	17	Q34
Switzerland	5	Q39
Syria	28	Q858
Taiwan	35	Q865
Tajikistan	1,139	Q863
Tanzania	12,375	Q924
Thailand	3,424	Q869
Timor	135	Q574
Togo	2,702	Q945
Tonga	2	Q678
Trinidad and Tobago	18	Q754
Tunisia	72	Q948
Turkey	329	Q43
Turkmenistan	44	Q874
Uganda	9,654	Q1036
Ukraine	54	Q212
United Arab Emirates	28	Q878
United Kingdom	40	Q145
United States	297	Q30
United States Virgin Islands	<1	Q11703
Uruguay	49	Q77
Uzbekistan	105	Q265
Vanuatu	28	Q686
Venezuela	668	Q717
Vietnam	1,577	Q881
Wales	3	Q25
Yemen	6,436	Q805
Zambia	6,289	Q953
Zimbabwe	3,796	Q954
