Week Ending Date,State,Observed Number,Upper Bound Threshold,Average Expected Count,Excess Lower Estimate,Excess Higher Estimate,Year,Total Excess Lower Estimate in 2020,Total Excess Higher Estimate in 2020,Percent Excess Lower Estimate,Percent Excess Higher Estimate
2019-02-16,Virginia,1385,1563,1465,0,0,2019,2913,5591,0,0
2019-02-23,Virginia,1389,1557,1458,0,0,2019,2913,5591,0,0
2019-03-02,Virginia,1502,1543,1443,0,59,2019,2913,5591,0,0
2019-03-09,Virginia,1395,1527,1430,0,0,2019,2913,5591,0,0
2019-03-16,Virginia,1384,1507,1411,0,0,2019,2913,5591,0,0
2019-03-23,Virginia,1417,1490,1397,0,20,2019,2913,5591,0,0
2019-03-30,Virginia,1359,1481,1386,0,0,2019,2913,5591,0,0
2019-04-06,Virginia,1426,1469,1373,0,53,2019,2913,5591,0,0
2019-04-13,Virginia,1376,1446,1351,0,25,2019,2913,5591,0,0
2019-04-20,Virginia,1333,1442,1349,0,0,2019,2913,5591,0,0
2019-04-27,Virginia,1268,1432,1341,0,0,2019,2913,5591,0,0
2019-05-04,Virginia,1311,1418,1325,0,0,2019,2913,5591,0,0
2019-05-11,Virginia,1313,1401,1307,0,6,2019,2913,5591,0,0
2019-05-18,Virginia,1298,1390,1299,0,0,2019,2913,5591,0,0
2019-05-25,Virginia,1275,1381,1291,0,0,2019,2913,5591,0,0
2019-06-01,Virginia,1316,1377,1289,0,27,2019,2913,5591,0,0
2019-06-08,Virginia,1313,1363,1273,0,40,2019,2913,5591,0,0
2019-06-15,Virginia,1282,1360,1267,0,15,2019,2913,5591,0,0
2019-06-22,Virginia,1332,1354,1264,0,68,2019,2913,5591,0,0.1
2019-06-29,Virginia,1292,1358,1269,0,23,2019,2913,5591,0,0
2019-07-06,Virginia,1265,1346,1258,0,7,2019,2913,5591,0,0
2019-07-13,Virginia,1306,1347,1256,0,50,2019,2913,5591,0,0
2019-07-20,Virginia,1263,1349,1259,0,4,2019,2913,5591,0,0
2019-07-27,Virginia,1285,1352,1262,0,23,2019,2913,5591,0,0
2019-08-03,Virginia,1246,1351,1262,0,0,2019,2913,5591,0,0
2019-08-10,Virginia,1295,1357,1269,0,26,2019,2913,5591,0,0
2019-08-17,Virginia,1266,1365,1274,0,0,2019,2913,5591,0,0
2019-08-24,Virginia,1260,1366,1273,0,0,2019,2913,5591,0,0
2019-08-31,Virginia,1283,1358,1266,0,17,2019,2913,5591,0,0
2019-09-07,Virginia,1246,1372,1280,0,0,2019,2913,5591,0,0
2019-09-14,Virginia,1221,1374,1283,0,0,2019,2913,5591,0,0
2019-09-21,Virginia,1295,1381,1289,0,6,2019,2913,5591,0,0
2019-09-28,Virginia,1332,1396,1302,0,30,2019,2913,5591,0,0
2019-10-05,Virginia,1264,1412,1319,0,0,2019,2913,5591,0,0
2019-10-12,Virginia,1244,1422,1330,0,0,2019,2913,5591,0,0
2019-10-19,Virginia,1293,1437,1342,0,0,2019,2913,5591,0,0
2019-10-26,Virginia,1289,1456,1356,0,0,2019,2913,5591,0,0
2019-11-02,Virginia,1345,1459,1357,0,0,2019,2913,5591,0,0
2019-11-09,Virginia,1276,1461,1361,0,0,2019,2913,5591,0,0
2019-11-16,Virginia,1325,1461,1364,0,0,2019,2913,5591,0,0
2019-11-23,Virginia,1326,1469,1374,0,0,2019,2913,5591,0,0
2019-11-30,Virginia,1447,1475,1379,0,68,2019,2913,5591,0,0
2019-12-07,Virginia,1358,1488,1389,0,0,2019,2913,5591,0,0
2019-12-14,Virginia,1409,1504,1402,0,7,2019,2913,5591,0,0
2019-12-21,Virginia,1423,1501,1404,0,19,2019,2913,5591,0,0
2019-12-28,Virginia,1417,1511,1415,0,2,2019,2913,5591,0,0
2020-01-04,Virginia,1438,1534,1437,0,1,2020,2913,5591,0,0
2020-01-11,Virginia,1562,1538,1439,24,123,2020,2913,5591,0,0.1
2020-01-18,Virginia,1465,1543,1443,0,22,2020,2913,5591,0,0
2020-01-25,Virginia,1458,1568,1468,0,0,2020,2913,5591,0,0
2020-02-01,Virginia,1479,1548,1453,0,26,2020,2913,5591,0,0
2020-02-08,Virginia,1524,1542,1443,0,81,2020,2913,5591,0,0.1
2020-02-15,Virginia,1377,1548,1450,0,0,2020,2913,5591,0,0
2020-02-22,Virginia,1444,1544,1444,0,0,2020,2913,5591,0,0
2020-02-29,Virginia,1387,1526,1429,0,0,2020,2913,5591,0,0
2020-03-07,Virginia,1479,1525,1430,0,49,2020,2913,5591,0,0
2020-03-14,Virginia,1435,1518,1425,0,10,2020,2913,5591,0,0
2020-03-21,Virginia,1454,1500,1408,0,46,2020,2913,5591,0,0
2020-03-28,Virginia,1517,1496,1398,21,119,2020,2913,5591,0,0.1
2020-04-04,Virginia,1467,1485,1389,0,78,2020,2913,5591,0,0.1
2020-04-11,Virginia,1619,1461,1370,158,249,2020,2913,5591,0.1,0.2
2020-04-18,Virginia,1600,1442,1351,158,249,2020,2913,5591,0.1,0.2
2020-04-25,Virginia,1629,1429,1342,200,287,2020,2913,5591,0.1,0.2
2020-05-02,Virginia,1668,1422,1329,246,339,2020,2913,5591,0.2,0.3
2020-05-09,Virginia,1596,1406,1315,190,281,2020,2913,5591,0.1,0.2
2020-05-16,Virginia,1569,1396,1309,173,260,2020,2913,5591,0.1,0.2
2020-05-23,Virginia,1467,1397,1309,70,158,2020,2913,5591,0.1,0.1
2020-05-30,Virginia,1447,1387,1303,60,144,2020,2913,5591,0,0.1
2020-06-06,Virginia,1415,1391,1302,24,113,2020,2913,5591,0,0.1
2020-06-13,Virginia,1427,1386,1299,41,128,2020,2913,5591,0,0.1
2020-06-20,Virginia,1295,1377,1291,0,4,2020,2913,5591,0,0
2020-06-27,Virginia,1460,1371,1286,89,174,2020,2913,5591,0.1,0.1
2020-07-04,Virginia,1397,1367,1283,30,114,2020,2913,5591,0,0.1
2020-07-11,Virginia,1489,1366,1276,123,213,2020,2913,5591,0.1,0.2
2020-07-18,Virginia,1392,1360,1273,32,119,2020,2913,5591,0,0.1
2020-07-25,Virginia,1464,1362,1275,102,189,2020,2913,5591,0.1,0.1
2020-08-01,Virginia,1460,1363,1275,97,185,2020,2913,5591,0.1,0.1
2020-08-08,Virginia,1514,1355,1269,159,245,2020,2913,5591,0.1,0.2
2020-08-15,Virginia,1456,1359,1271,97,185,2020,2913,5591,0.1,0.1
2020-08-22,Virginia,1463,1362,1274,101,189,2020,2913,5591,0.1,0.1
2020-08-29,Virginia,1462,1350,1264,112,198,2020,2913,5591,0.1,0.2
2020-09-05,Virginia,1492,1354,1265,138,227,2020,2913,5591,0.1,0.2
2020-09-12,Virginia,1492,1365,1278,127,214,2020,2913,5591,0.1,0.2
2020-09-19,Virginia,1464,1371,1281,93,183,2020,2913,5591,0.1,0.1
2020-09-26,Virginia,1453,1373,1287,80,166,2020,2913,5591,0.1,0.1
2020-10-03,Virginia,1523,1395,1307,128,216,2020,2913,5591,0.1,0.2
2020-10-10,Virginia,1471,1407,1318,64,153,2020,2913,5591,0,0.1
2020-10-17,Virginia,1302,1415,1327,0,0,2020,2913,5591,0,0
2017-01-14,Washington,1378,1271,1178,107,200,2017,659,2771,0.1,0.2
2017-01-21,Washington,1402,1274,1179,128,223,2017,659,2771,0.1,0.2
2017-01-28,Washington,1339,1254,1172,85,167,2017,659,2771,0.1,0.1
2017-02-04,Washington,1250,1242,1164,8,86,2017,659,2771,0,0.1
2017-02-11,Washington,1226,1231,1152,0,74,2017,659,2771,0,0.1
2017-02-18,Washington,1246,1242,1162,4,84,2017,659,2771,0,0.1
2017-02-25,Washington,1172,1247,1170,0,2,2017,659,2771,0,0
2017-03-04,Washington,1153,1245,1166,0,0,2017,659,2771,0,0
2017-03-11,Washington,1121,1232,1158,0,0,2017,659,2771,0,0
2017-03-18,Washington,1097,1226,1154,0,0,2017,659,2771,0,0
2017-03-25,Washington,1129,1215,1141,0,0,2017,659,2771,0,0
2017-04-01,Washington,1088,1195,1120,0,0,2017,659,2771,0,0
2017-04-08,Washington,1089,1194,1119,0,0,2017,659,2771,0,0
2017-04-15,Washington,1060,1178,1103,0,0,2017,659,2771,0,0
2017-04-22,Washington,1028,1169,1100,0,0,2017,659,2771,0,0
2017-04-29,Washington,999,1169,1097,0,0,2017,659,2771,0,0
2017-05-06,Washington,1089,1165,1092,0,0,2017,659,2771,0,0
2017-05-13,Washington,1006,1153,1079,0,0,2017,659,2771,0,0
2017-05-20,Washington,1071,1149,1076,0,0,2017,659,2771,0,0
2017-05-27,Washington,986,1126,1056,0,0,2017,659,2771,0,0
2017-06-03,Washington,1058,1125,1054,0,4,2017,659,2771,0,0
2017-06-10,Washington,1031,1124,1052,0,0,2017,659,2771,0,0
2017-06-17,Washington,924,1125,1050,0,0,2017,659,2771,0,0
2017-06-24,Washington,959,1116,1043,0,0,2017,659,2771,0,0
2017-07-01,Washington,1049,1104,1035,0,14,2017,659,2771,0,0
2017-07-08,Washington,1043,1099,1029,0,14,2017,659,2771,0,0
2017-07-15,Washington,984,1106,1034,0,0,2017,659,2771,0,0
2017-07-22,Washington,1004,1109,1035,0,0,2017,659,2771,0,0
2017-07-29,Washington,999,1104,1030,0,0,2017,659,2771,0,0
2017-08-05,Washington,1043,1102,1032,0,11,2017,659,2771,0,0
2017-08-12,Washington,1045,1094,1026,0,19,2017,659,2771,0,0
2017-08-19,Washington,1006,1098,1027,0,0,2017,659,2771,0,0
2017-08-26,Washington,1045,1104,1027,0,18,2017,659,2771,0,0
2017-09-02,Washington,1027,1106,1030,0,0,2017,659,2771,0,0
2017-09-09,Washington,996,1104,1029,0,0,2017,659,2771,0,0
2017-09-16,Washington,1008,1108,1033,0,0,2017,659,2771,0,0
2017-09-23,Washington,1038,1101,1031,0,7,2017,659,2771,0,0
2017-09-30,Washington,1081,1117,1040,0,41,2017,659,2771,0,0
2017-10-07,Washington,1051,1133,1057,0,0,2017,659,2771,0,0
2017-10-14,Washington,1028,1139,1062,0,0,2017,659,2771,0,0
2017-10-21,Washington,1009,1143,1065,0,0,2017,659,2771,0,0
2017-10-28,Washington,1092,1155,1075,0,17,2017,659,2771,0,0
2017-11-04,Washington,1086,1164,1081,0,5,2017,659,2771,0,0
2017-11-11,Washington,1091,1171,1085,0,6,2017,659,2771,0,0
2017-11-18,Washington,1064,1177,1094,0,0,2017,659,2771,0,0
2017-11-25,Washington,1106,1206,1118,0,0,2017,659,2771,0,0
2017-12-02,Washington,1138,1230,1139,0,0,2017,659,2771,0,0
2017-12-09,Washington,1039,1250,1159,0,0,2017,659,2771,0,0
2017-12-16,Washington,1152,1261,1170,0,0,2017,659,2771,0,0
2017-12-23,Washington,1154,1272,1184,0,0,2017,659,2771,0,0
2017-12-30,Washington,1213,1280,1193,0,20,2017,659,2771,0,0
2018-01-06,Washington,1220,1317,1227,0,0,2018,659,2771,0,0
2018-01-13,Washington,1301,1337,1243,0,58,2018,659,2771,0,0
2018-01-20,Washington,1204,1338,1246,0,0,2018,659,2771,0,0
2018-01-27,Washington,1213,1316,1223,0,0,2018,659,2771,0,0
2018-02-03,Washington,1149,1296,1206,0,0,2018,659,2771,0,0
2018-02-10,Washington,1145,1280,1193,0,0,2018,659,2771,0,0
2018-02-17,Washington,1126,1284,1192,0,0,2018,659,2771,0,0
2018-02-24,Washington,1119,1280,1188,0,0,2018,659,2771,0,0
2018-03-03,Washington,1222,1267,1176,0,46,2018,659,2771,0,0
2018-03-10,Washington,1130,1244,1155,0,0,2018,659,2771,0,0
2018-03-17,Washington,1166,1238,1152,0,14,2018,659,2771,0,0
2018-03-24,Washington,1186,1236,1146,0,40,2018,659,2771,0,0
2018-03-31,Washington,1097,1219,1127,0,0,2018,659,2771,0,0
2018-04-07,Washington,1166,1201,1109,0,57,2018,659,2771,0,0.1
2018-04-14,Washington,1155,1184,1096,0,59,2018,659,2771,0,0.1
2018-04-21,Washington,1062,1177,1092,0,0,2018,659,2771,0,0
2018-04-28,Washington,1057,1180,1091,0,0,2018,659,2771,0,0
2018-05-05,Washington,1052,1180,1091,0,0,2018,659,2771,0,0
2018-05-12,Washington,1058,1165,1076,0,0,2018,659,2771,0,0
2018-05-19,Washington,1067,1161,1074,0,0,2018,659,2771,0,0
2018-05-26,Washington,965,1152,1068,0,0,2018,659,2771,0,0
2018-06-02,Washington,1042,1147,1060,0,0,2018,659,2771,0,0
2018-06-09,Washington,1072,1132,1046,0,26,2018,659,2771,0,0
2018-06-16,Washington,1047,1133,1045,0,2,2018,659,2771,0,0
2018-06-23,Washington,1094,1122,1037,0,57,2018,659,2771,0,0.1
2018-06-30,Washington,1021,1113,1031,0,0,2018,659,2771,0,0
2018-07-07,Washington,1138,1122,1035,16,103,2018,659,2771,0,0.1
2018-07-14,Washington,1115,1128,1042,0,73,2018,659,2771,0,0.1
2018-07-21,Washington,1029,1122,1035,0,0,2018,659,2771,0,0
2018-07-28,Washington,1009,1116,1031,0,0,2018,659,2771,0,0
2018-08-04,Washington,1001,1113,1031,0,0,2018,659,2771,0,0
2018-08-11,Washington,1028,1121,1034,0,0,2018,659,2771,0,0
2018-08-18,Washington,1046,1118,1034,0,12,2018,659,2771,0,0
2018-08-25,Washington,955,1116,1031,0,0,2018,659,2771,0,0
2018-09-01,Washington,1034,1113,1030,0,4,2018,659,2771,0,0
2018-09-08,Washington,1085,1127,1042,0,43,2018,659,2771,0,0
2018-09-15,Washington,1017,1139,1050,0,0,2018,659,2771,0,0
2018-09-22,Washington,1010,1135,1047,0,0,2018,659,2771,0,0
2018-09-29,Washington,948,1139,1052,0,0,2018,659,2771,0,0
2018-10-06,Washington,1030,1136,1051,0,0,2018,659,2771,0,0
2018-10-13,Washington,1130,1142,1058,0,72,2018,659,2771,0,0.1
2018-10-20,Washington,1104,1155,1067,0,37,2018,659,2771,0,0
2018-10-27,Washington,1086,1164,1076,0,10,2018,659,2771,0,0
2018-11-03,Washington,1090,1173,1082,0,8,2018,659,2771,0,0
2018-11-10,Washington,1074,1176,1087,0,0,2018,659,2771,0,0
2018-11-17,Washington,1111,1178,1093,0,18,2018,659,2771,0,0
2018-11-24,Washington,1089,1188,1100,0,0,2018,659,2771,0,0
2018-12-01,Washington,1081,1208,1120,0,0,2018,659,2771,0,0
2018-12-08,Washington,1081,1221,1131,0,0,2018,659,2771,0,0
2018-12-15,Washington,1141,1250,1156,0,0,2018,659,2771,0,0
2018-12-22,Washington,1106,1259,1171,0,0,2018,659,2771,0,0
2018-12-29,Washington,1109,1292,1201,0,0,2018,659,2771,0,0
2019-01-05,Washington,1215,1316,1222,0,0,2019,659,2771,0,0
2019-01-12,Washington,1236,1343,1245,0,0,2019,659,2771,0,0
2019-01-19,Washington,1169,1341,1244,0,0,2019,659,2771,0,0
2019-01-26,Washington,1132,1327,1233,0,0,2019,659,2771,0,0
2019-02-02,Washington,1131,1296,1203,0,0,2019,659,2771,0,0
2019-02-09,Washington,1186,1285,1194,0,0,2019,659,2771,0,0
2019-02-16,Washington,1267,1281,1188,0,79,2019,659,2771,0,0.1
2019-02-23,Washington,1223,1274,1179,0,44,2019,659,2771,0,0
2019-03-02,Washington,1151,1270,1175,0,0,2019,659,2771,0,0
2019-03-09,Washington,1208,1259,1166,0,42,2019,659,2771,0,0
2019-03-16,Washington,1220,1249,1159,0,61,2019,659,2771,0,0.1
2019-03-23,Washington,1243,1238,1149,5,94,2019,659,2771,0,0.1
2019-03-30,Washington,1129,1232,1140,0,0,2019,659,2771,0,0
2019-04-06,Washington,1189,1220,1127,0,62,2019,659,2771,0,0.1
2019-04-13,Washington,1147,1199,1108,0,39,2019,659,2771,0,0
2019-04-20,Washington,1143,1194,1106,0,37,2019,659,2771,0,0
2019-04-27,Washington,1036,1190,1100,0,0,2019,659,2771,0,0
2019-05-04,Washington,1124,1187,1098,0,26,2019,659,2771,0,0
2019-05-11,Washington,1175,1175,1083,0,92,2019,659,2771,0,0.1
2019-05-18,Washington,1142,1175,1085,0,57,2019,659,2771,0,0.1
2019-05-25,Washington,1085,1165,1078,0,7,2019,659,2771,0,0
2019-06-01,Washington,1053,1157,1069,0,0,2019,659,2771,0,0
2019-06-08,Washington,1079,1144,1057,0,22,2019,659,2771,0,0
2019-06-15,Washington,1113,1155,1065,0,48,2019,659,2771,0,0
2019-06-22,Washington,1041,1157,1068,0,0,2019,659,2771,0,0
2019-06-29,Washington,1064,1151,1066,0,0,2019,659,2771,0,0
2019-07-06,Washington,1012,1157,1069,0,0,2019,659,2771,0,0
2019-07-13,Washington,1109,1156,1069,0,40,2019,659,2771,0,0
2019-07-20,Washington,1075,1153,1063,0,12,2019,659,2771,0,0
2019-07-27,Washington,1048,1148,1058,0,0,2019,659,2771,0,0
2019-08-03,Washington,1061,1140,1053,0,8,2019,659,2771,0,0
2019-08-10,Washington,1044,1140,1051,0,0,2019,659,2771,0,0
2019-08-17,Washington,1049,1138,1050,0,0,2019,659,2771,0,0
2019-08-24,Washington,1008,1146,1056,0,0,2019,659,2771,0,0
2019-08-31,Washington,1003,1148,1062,0,0,2019,659,2771,0,0
2019-09-07,Washington,1071,1153,1064,0,7,2019,659,2771,0,0
2019-09-14,Washington,992,1159,1068,0,0,2019,659,2771,0,0
2019-09-21,Washington,1036,1161,1069,0,0,2019,659,2771,0,0
2019-09-28,Washington,1038,1169,1076,0,0,2019,659,2771,0,0
2019-10-05,Washington,1069,1169,1080,0,0,2019,659,2771,0,0
2019-10-12,Washington,1110,1175,1087,0,23,2019,659,2771,0,0
2019-10-19,Washington,1084,1191,1098,0,0,2019,659,2771,0,0
2019-10-26,Washington,1166,1192,1103,0,63,2019,659,2771,0,0.1
2019-11-02,Washington,1150,1201,1105,0,45,2019,659,2771,0,0
2019-11-09,Washington,1128,1199,1106,0,22,2019,659,2771,0,0
2019-11-16,Washington,1114,1202,1110,0,4,2019,659,2771,0,0
2019-11-23,Washington,1073,1204,1114,0,0,2019,659,2771,0,0
2019-11-30,Washington,1090,1229,1136,0,0,2019,659,2771,0,0
2019-12-07,Washington,1157,1244,1147,0,10,2019,659,2771,0,0
2019-12-14,Washington,1140,1264,1166,0,0,2019,659,2771,0,0
2019-12-21,Washington,1185,1284,1189,0,0,2019,659,2771,0,0
2019-12-28,Washington,1114,1314,1221,0,0,2019,659,2771,0,0
2020-01-04,Washington,1184,1332,1236,0,0,2020,659,2771,0,0
2020-01-11,Washington,1245,1356,1252,0,0,2020,659,2771,0,0
2020-01-18,Washington,1221,1358,1252,0,0,2020,659,2771,0,0
2020-01-25,Washington,1193,1331,1234,0,0,2020,659,2771,0,0
2020-02-01,Washington,1198,1318,1220,0,0,2020,659,2771,0,0
2020-02-08,Washington,1178,1309,1215,0,0,2020,659,2771,0,0
2020-02-15,Washington,1179,1313,1213,0,0,2020,659,2771,0,0
2020-02-22,Washington,1115,1314,1211,0,0,2020,659,2771,0,0
2020-02-29,Washington,1134,1316,1213,0,0,2020,659,2771,0,0
2020-03-07,Washington,1208,1316,1216,0,0,2020,659,2771,0,0
2020-03-14,Washington,1165,1299,1202,0,0,2020,659,2771,0,0
2020-03-21,Washington,1224,1288,1194,0,30,2020,659,2771,0,0
2020-03-28,Washington,1293,1281,1184,12,109,2020,659,2771,0,0.1
2020-04-04,Washington,1304,1269,1167,35,137,2020,659,2771,0,0.1
2020-04-11,Washington,1304,1243,1148,61,156,2020,659,2771,0,0.1
2020-04-18,Washington,1251,1228,1132,23,119,2020,659,2771,0,0.1
2020-04-25,Washington,1230,1218,1127,12,103,2020,659,2771,0,0.1
2020-05-02,Washington,1156,1208,1113,0,43,2020,659,2771,0,0
2020-05-09,Washington,1222,1204,1105,18,117,2020,659,2771,0,0.1
2020-05-16,Washington,1149,1197,1103,0,46,2020,659,2771,0,0
2020-05-23,Washington,1125,1201,1107,0,18,2020,659,2771,0,0
2020-05-30,Washington,1068,1184,1095,0,0,2020,659,2771,0,0
2020-06-06,Washington,1065,1172,1079,0,0,2020,659,2771,0,0
2020-06-13,Washington,1111,1169,1072,0,39,2020,659,2771,0,0
2020-06-20,Washington,1138,1175,1083,0,55,2020,659,2771,0,0.1
2020-06-27,Washington,1095,1175,1082,0,13,2020,659,2771,0,0
2020-07-04,Washington,1133,1161,1072,0,61,2020,659,2771,0,0.1
2020-07-11,Washington,1167,1162,1068,5,99,2020,659,2771,0,0.1
2020-07-18,Washington,1186,1171,1074,15,112,2020,659,2771,0,0.1
2020-07-25,Washington,1187,1164,1071,23,116,2020,659,2771,0,0.1
2020-08-01,Washington,1239,1153,1062,86,177,2020,659,2771,0.1,0.2
2020-08-08,Washington,1238,1145,1057,93,181,2020,659,2771,0.1,0.2
2020-08-15,Washington,1182,1148,1055,34,127,2020,659,2771,0,0.1
2020-08-22,Washington,1208,1158,1061,50,147,2020,659,2771,0,0.1
2020-08-29,Washington,1124,1155,1059,0,65,2020,659,2771,0,0.1
2020-09-05,Washington,1248,1148,1056,100,192,2020,659,2771,0.1,0.2
2020-09-12,Washington,1166,1145,1058,21,108,2020,659,2771,0,0.1
2020-09-19,Washington,1198,1153,1063,45,135,2020,659,2771,0,0.1
2020-09-26,Washington,1190,1164,1067,26,123,2020,659,2771,0,0.1
2020-10-03,Washington,1164,1184,1087,0,77,2020,659,2771,0,0.1
2020-10-10,Washington,1166,1198,1100,0,66,2020,659,2771,0,0.1
2020-10-17,Washington,1069,1208,1115,0,0,2020,659,2771,0,0
2017-01-14,West Virginia,513,515,460,0,53,2017,211,991,0,0.1
2017-01-21,West Virginia,483,516,464,0,19,2017,211,991,0,0
2017-01-28,West Virginia,458,518,468,0,0,2017,211,991,0,0
2017-02-04,West Virginia,478,515,463,0,15,2017,211,991,0,0
2017-02-11,West Virginia,460,511,459,0,1,2017,211,991,0,0
2017-02-18,West Virginia,461,502,453,0,8,2017,211,991,0,0
2017-02-25,West Virginia,466,499,451,0,15,2017,211,991,0,0
2017-03-04,West Virginia,426,498,450,0,0,2017,211,991,0,0
2017-03-11,West Virginia,437,492,442,0,0,2017,211,991,0,0
2017-03-18,West Virginia,462,489,439,0,23,2017,211,991,0,0.1
2017-03-25,West Virginia,480,486,437,0,43,2017,211,991,0,0.1
2017-04-01,West Virginia,481,484,438,0,43,2017,211,991,0,0.1
2017-04-08,West Virginia,468,479,433,0,35,2017,211,991,0,0.1
2017-04-15,West Virginia,481,481,431,0,50,2017,211,991,0,0.1
2017-04-22,West Virginia,422,477,427,0,0,2017,211,991,0,0
2017-04-29,West Virginia,399,475,427,0,0,2017,211,991,0,0
2017-05-06,West Virginia,424,461,418,0,6,2017,211,991,0,0
2017-05-13,West Virginia,402,461,417,0,0,2017,211,991,0,0
2017-05-20,West Virginia,392,461,413,0,0,2017,211,991,0,0
2017-05-27,West Virginia,374,459,412,0,0,2017,211,991,0,0
2017-06-03,West Virginia,407,454,408,0,0,2017,211,991,0,0
2017-06-10,West Virginia,411,452,409,0,2,2017,211,991,0,0
2017-06-17,West Virginia,387,451,408,0,0,2017,211,991,0,0
2017-06-24,West Virginia,401,457,410,0,0,2017,211,991,0,0
2017-07-01,West Virginia,383,455,408,0,0,2017,211,991,0,0
2017-07-08,West Virginia,412,452,407,0,5,2017,211,991,0,0
2017-07-15,West Virginia,401,451,408,0,0,2017,211,991,0,0
2017-07-22,West Virginia,375,450,406,0,0,2017,211,991,0,0
2017-07-29,West Virginia,394,454,408,0,0,2017,211,991,0,0
2017-08-05,West Virginia,367,455,408,0,0,2017,211,991,0,0
2017-08-12,West Virginia,359,452,406,0,0,2017,211,991,0,0
2017-08-19,West Virginia,443,446,402,0,41,2017,211,991,0,0.1
2017-08-26,West Virginia,424,451,407,0,17,2017,211,991,0,0
2017-09-02,West Virginia,396,448,403,0,0,2017,211,991,0,0
2017-09-09,West Virginia,404,453,407,0,0,2017,211,991,0,0
2017-09-16,West Virginia,394,463,416,0,0,2017,211,991,0,0
2017-09-23,West Virginia,393,465,421,0,0,2017,211,991,0,0
2017-09-30,West Virginia,399,470,425,0,0,2017,211,991,0,0
2017-10-07,West Virginia,439,471,427,0,12,2017,211,991,0,0
2017-10-14,West Virginia,451,475,428,0,23,2017,211,991,0,0.1
2017-10-21,West Virginia,417,471,424,0,0,2017,211,991,0,0
2017-10-28,West Virginia,437,475,428,0,9,2017,211,991,0,0
2017-11-04,West Virginia,430,471,426,0,4,2017,211,991,0,0
2017-11-11,West Virginia,473,474,428,0,45,2017,211,991,0,0.1
2017-11-18,West Virginia,460,471,426,0,34,2017,211,991,0,0.1
2017-11-25,West Virginia,432,491,441,0,0,2017,211,991,0,0
2017-12-02,West Virginia,419,492,444,0,0,2017,211,991,0,0
2017-12-09,West Virginia,464,496,449,0,15,2017,211,991,0,0
2017-12-16,West Virginia,491,493,446,0,45,2017,211,991,0,0.1
2017-12-23,West Virginia,490,504,457,0,33,2017,211,991,0,0.1
2017-12-30,West Virginia,490,509,460,0,30,2017,211,991,0,0.1
2018-01-06,West Virginia,604,518,468,86,136,2018,211,991,0.2,0.3
2018-01-13,West Virginia,585,525,475,60,110,2018,211,991,0.1,0.2
2018-01-20,West Virginia,570,530,480,40,90,2018,211,991,0.1,0.2
2018-01-27,West Virginia,475,532,481,0,0,2018,211,991,0,0
2018-02-03,West Virginia,473,528,477,0,0,2018,211,991,0,0
2018-02-10,West Virginia,499,526,475,0,24,2018,211,991,0,0.1
2018-02-17,West Virginia,449,518,469,0,0,2018,211,991,0,0
2018-02-24,West Virginia,425,518,469,0,0,2018,211,991,0,0
2018-03-03,West Virginia,440,515,464,0,0,2018,211,991,0,0
2018-03-10,West Virginia,466,508,457,0,9,2018,211,991,0,0
2018-03-17,West Virginia,458,500,451,0,7,2018,211,991,0,0
2018-03-24,West Virginia,472,504,453,0,19,2018,211,991,0,0
2018-03-31,West Virginia,448,501,453,0,0,2018,211,991,0,0
2018-04-07,West Virginia,443,497,448,0,0,2018,211,991,0,0
2018-04-14,West Virginia,460,491,441,0,19,2018,211,991,0,0
2018-04-21,West Virginia,433,482,434,0,0,2018,211,991,0,0
2018-04-28,West Virginia,428,477,429,0,0,2018,211,991,0,0
2018-05-05,West Virginia,460,463,418,0,42,2018,211,991,0,0.1
2018-05-12,West Virginia,399,457,412,0,0,2018,211,991,0,0
2018-05-19,West Virginia,436,455,408,0,28,2018,211,991,0,0.1
2018-05-26,West Virginia,395,450,404,0,0,2018,211,991,0,0
2018-06-02,West Virginia,441,451,404,0,37,2018,211,991,0,0.1
2018-06-09,West Virginia,431,449,403,0,28,2018,211,991,0,0.1
2018-06-16,West Virginia,416,450,404,0,12,2018,211,991,0,0
2018-06-23,West Virginia,405,451,404,0,1,2018,211,991,0,0
2018-06-30,West Virginia,416,451,404,0,12,2018,211,991,0,0
2018-07-07,West Virginia,430,447,401,0,29,2018,211,991,0,0.1
2018-07-14,West Virginia,407,446,400,0,7,2018,211,991,0,0
2018-07-21,West Virginia,395,444,399,0,0,2018,211,991,0,0
2018-07-28,West Virginia,408,444,397,0,11,2018,211,991,0,0
2018-08-04,West Virginia,365,443,397,0,0,2018,211,991,0,0
2018-08-11,West Virginia,403,444,398,0,5,2018,211,991,0,0
2018-08-18,West Virginia,389,441,395,0,0,2018,211,991,0,0
2018-08-25,West Virginia,379,450,403,0,0,2018,211,991,0,0
2018-09-01,West Virginia,411,452,404,0,7,2018,211,991,0,0
2018-09-08,West Virginia,428,450,403,0,25,2018,211,991,0,0.1
2018-09-15,West Virginia,424,453,406,0,18,2018,211,991,0,0
2018-09-22,West Virginia,421,460,412,0,9,2018,211,991,0,0
2018-09-29,West Virginia,407,466,417,0,0,2018,211,991,0,0
2018-10-06,West Virginia,426,472,423,0,3,2018,211,991,0,0
2018-10-13,West Virginia,422,478,430,0,0,2018,211,991,0,0
2018-10-20,West Virginia,412,479,430,0,0,2018,211,991,0,0
2018-10-27,West Virginia,448,481,431,0,17,2018,211,991,0,0
